Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 307 Menntaskólinn á Egilsstöðum 52 52 52 52 ótímab,52.0,2014,nan,0.052
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 308 Menntaskólinn í Kópavogi 90 90 90 90 ótímab,90.0,2014,nan,0.09
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 309 Kvennaskólinn í Reykjavík 44 44 44 44 ótímab,44.0,2014,nan,0.044
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 350 —Fjölbrautaskólinn í Breiðholti 102 102 102 102 ótímab,102.0,2014,nan,0.102
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 351 —Fjölbrautaskólinn Ármúla 74 74 74 74 ótímab,74.0,2014,nan,0.074
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 352 Flensborgarskóli 77 77 77 77 ótímab,77.0,2014,nan,0.077
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 353 Fjölbrautaskóli Suðurnesja 85 87 90 92 ótímab,92.0,2014,nan,0.092
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 354 Fjölbrautaskóli Vesturlands 69 69 69 69 ótímab,69.0,2014,nan,0.069
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 355 Fjölbrautaskólinn í Vestmannaeyjum 28 28 28 28 ótímab,28.0,2014,nan,0.028
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 356 Fjölbrautaskóli Norðurlands vestra 70 70 71 72 ótímab,72.0,2014,nan,0.072
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 357 Fjölbrautaskóli Suðurlands 110 100 87 87 2016lótímab,87.0,2014,nan,0.087
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 358 Verkmenntaskóli Austurlands 43 45 47 48 ótímab,48.0,2014,nan,0.048
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 359 —Verkmenntaskólinn á Akureyri 135 139 143 147 ótímab,147.0,2014,nan,0.147
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 360 Fjölbrautaskólinn í Garðabæ 56 58 60 61 ótímab,61.0,2014,nan,0.061
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 361 Framhaldsskólinn í Austur-Skaftafellssýslu 14 13 13 13 ótímab,13.0,2014,nan,0.013
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 362 Framhaldsskólinn á Húsavík 15 16 16 1 ótímab,1.0,2014,nan,0.001
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 363 Framhaldsskólinn á Laugum 64 64 65 65 ótímab,65.0,2014,nan,0.065
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 365 Borgarholtsskóli 95 99 103 107 ótímab,107.0,2014,nan,0.107
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 367 Fjölbrautaskóli Snæfellinga 41 42 43 44 2015-2024,44.0,2014,nan,0.044
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 370 Framhaldsskólinn í Mosfellsbæ 41 43 45 47 ótímab,47.0,2014,nan,0.047
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 372 Menntaskólinn á Tröllaskaga 16 17 17 17 ótímab,17.0,2014,nan,0.017
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 430 Samskiptamiðstöð heyrnarlausra og heyrnarskertra 8 9 9 9 ótímab,9.0,2014,nan,0.009
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 516 Iðnskólinn í Hafnarfirði 173 174 180 173 2017/2023,173.0,2014,nan,0.173
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 725 Námsgagnastofnun 55 55 55 55 2029,55.0,2014,nan,0.055
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 903 Þjóðskjalasafn Íslands 3 3 3 4 ótímab,4.0,2014,nan,0.004
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 905 Landsbókasafn Íslands - Háskólabókasafn 13 13 14 10  20l8/ótímab,10.0,2014,nan,0.01
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 906 Listasafn Einars Jónssonar 5 5 5 5 ótímab,5.0,2014,nan,0.005
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 907 Listasafn Íslands 34 35 35 36 ótímab,36.0,2014,nan,0.036
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 908 Kvikmyndasafn Íslands 1 1 1 1 ótímab,1.0,2014,nan,0.001
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 972 Íslenski dansflokkurinn 28 28 28 - 2017,28.0,2014,nan,0.028
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 973 Þjóðleikhúsið 78 78 78 78 ótímab,78.0,2014,nan,0.078
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 974 Sinfóníuhljómsveit Íslands 162 162 162 162 ótímab,162.0,2014,nan,0.162
02 101 —Mennta-og menningarmálaráðuneyti 63 63 63 63 ótímab,mn,02 981 —Kvikmyndastöð Íslands 3 . - - 2015,3.0,2014,nan,0.003
"03 101 Utanríkisráðuneyti, aðalskrifstofa 75 75 75 75 — 2022lótímab",,03 111 —Þýðingarmiðstöð íslands 20 20 20 20 ótímab,20.0,2014,nan,0.02
"03 101 Utanríkisráðuneyti, aðalskrifstofa 75 75 75 75 — 2022lótímab",,03 300 Sendiráð Íslands 633 633 633 s ótímab,633.0,2014,nan,0.633
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,03 391 —Þróunarmál og alþjóðleg hjálparstarfsemi 37 . . . 2015,37.0,2014,nan,0.037
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 215 Fiskistofa 68 70 70 71 2015jótímab,71.0,2014,nan,0.071
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 234 Matvælastofnun 85 86 68 64 20l6lótímab,64.0,2014,nan,0.064
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 246 Samkeppniseftirlitið 27 27 27 27 2027,27.0,2014,nan,0.027
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 251 Einkaleyfastofan 1 1 1 () 2018,1.0,2014,nan,0.001
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 401 —Hafrannsóknastofnun 7 7 7 7 2029,7.0,2014,nan,0.007
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 405 Veiðimálastofnun 20 20 20 92 ótímab,92.0,2014,nan,0.092
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 551 Ferðamálastofa 10 10 10 10 2024-2029,10.0,2014,nan,0.01
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 571 Orkustofnun 21 22 23 24 ótímab,24.0,2014,nan,0.024
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,04 821 Framleiðnisjóður landbúnaðarins 1 1 1 1 ótímab,1.0,2014,nan,0.001
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 201 Hæstiréttur Íslands 22 22 22 22 ótímab,22.0,2014,nan,0.022
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 210 Héraðsdómstólar 69 62 62 63 2015lótímab,63.0,2014,nan,0.063
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 251 Persónuvernd 5 5 6 6 ótímab,6.0,2014,nan,0.006
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 303 Ríkislögreglustjóri 90 92 95 69 2018-2019,69.0,2014,nan,0.069
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,=== PAGE 174 ===,174.0,2014,nan,0.174
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,172,172.0,2014,nan,0.172
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 305 Lögregluskóli ríkisins 47 48 48 48 ótímab,48.0,2014,nan,0.048
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 309 Sérstakur saksóknari samkvæmt lögum nr. 135/2008 31 4 4 4 201Blótímab,4.0,2014,nan,0.004
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 310 Lögreglustjórinn á höfuðborgarsvæðinu 181 181 181 181 ótímab,181.0,2014,nan,0.181
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 312 Lögreglustjórinn á Suðurnesjum 26 26 26 26 ótímab,26.0,2014,nan,0.026
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 395 Landhelgisgæsla Íslands 48 48 48 48 2020,48.0,2014,nan,0.048
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 398 Útlendingastofnun 1 1 1 1 ótímab,1.0,2014,nan,0.001
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 411 Sýslumaðurinn í Reykjavík 23 24 24 26 ótímab,26.0,2014,nan,0.026
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 412 Sýslumaðurinn á Akranesi 9 9 9 9 ótímab,9.0,2014,nan,0.009
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 415 Sýslumaðurinn í Búðardal 3 3 3 3 ótímab,3.0,2014,nan,0.003
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 416 Sýslumaðurinn á Patreksfirði 3 3 3 3 ótímab,3.0,2014,nan,0.003
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 417 Sýslumaðurinn í Bolungarvík 2 2 2 2 ótímab,2.0,2014,nan,0.002
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 418 Sýslumaðurinn á Ísafirði s s 7 7 ótímab,7.0,2014,nan,0.007
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 419 Sýslumaðurinn á Hólmavík 2 2 2 2 ótímab,2.0,2014,nan,0.002
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 420 Sýslumaðurinn á Blönduósi 7 7 7 7 ótímab,7.0,2014,nan,0.007
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 421 Sýslumaðurinn á Sauðárkróki 8 8 8 8 ótímab,8.0,2014,nan,0.008
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 422 Sýslumaðurinn á Siglufirði 3 3 3 3 ótímab,3.0,2014,nan,0.003
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 424 Sýslumaðurinn á Akureyri 29 29 29 29 ótímab,29.0,2014,nan,0.029
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 425 Sýslumaðurinn á Húsavík 4 4 4 4 ótímab,4.0,2014,nan,0.004
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 426 Sýslumaðurinn á Seyðisfirði 9 9 9 9 ótímab,9.0,2014,nan,0.009
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 428 Sýslumaðurinn á Eskifirði 4 . . . 2015,4.0,2014,nan,0.004
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 430 — Sýslumaðurinn í Vík 2 2 2 2 ótímab,2.0,2014,nan,0.002
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 431 Sýslumaðurinn á Hvolsvelli 8 8 8 8 ótímab,8.0,2014,nan,0.008
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 432 Sýslumaðurinn í Vestmannaeyjum 12 13 13 14 ótímab,14.0,2014,nan,0.014
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 433 Sýslumaðurinn á Selfossi 16 16 16 16 ótímab,16.0,2014,nan,0.016
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 434 Sýslumaðuarinn í Reykjanesbæ 6 6 s s ótímab,6.0,2014,nan,0.006
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 436 Sýslumaðurinn í Hafnarfirði 21 21 22 23 ótímab,23.0,2014,nan,0.023
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 437 Sýslumaðurinn í Kópavogi 30 30 30 30 2026,30.0,2014,nan,0.03
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 651 Vegagerðin 55 35 35 35 201Blótímab,35.0,2014,nan,0.035
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 655 Samgöngustofa 87 87 87 87 ótímab,87.0,2014,nan,0.087
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 659 Rannsóknanefnd samgönguslysa 9 9 9 10 2019-2013,10.0,2014,nan,0.01
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 681 —Póst- og fjarskiptastofnunin 17 17 17 17 2024,17.0,2014,nan,0.017
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 801 —Neytendastofa 33 34 35 37 ótímab,37.0,2014,nan,0.037
03 390 —Þróunarsamvinnustofnun Utanríkisráðuneytisins 61 26 14 9 2015-2022,,06 821 Þjóðskrá Íslands 65 65 65 65 2020lótímab,65.0,2014,nan,0.065
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 201 Tryggingastofnun ríkisins 31 31 31 31 ótímab,31.0,2014,nan,0.031
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 301 Landlæknir 47 49 50 52 2026,52.0,2014,nan,0.052
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 317 Lyfjastofnun 31 27 28 28 2015-2020,28.0,2014,nan,0.028
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 327 Geislavarnir ríkisins 6 6 7 7 ótímab,7.0,2014,nan,0.007
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 329 Fjölmenningarsetur 3 3 3 3 ótímab,3.0,2014,nan,0.003
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 331 Vinnueftirlit ríkisins 10 10 s 2 2017-2022,2.0,2014,nan,0.002
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 332 Ríkissáttasemjari 34 37 37 34 2020,34.0,2014,nan,0.034
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 333 Jafnréttisstofa 10 . . . 2015,10.0,2014,nan,0.01
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 334 Umboðsmaður skuldara 23 . . . 2015,23.0,2014,nan,0.023
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 358 Sjúkrahúsið á Akureyri 13 13 13 13 ótímab,13.0,2014,nan,0.013
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 373 Landspítali 192 192 192 192 ótímab,192.0,2014,nan,0.192
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,"08 419 Sólvangur, Hafnarfirði 32 32 32 32 ótímab",32.0,2014,nan,0.032
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 506 Heilsugæsla höfuðborgarsvæðisins 416 395 395 395 2015lótímab,395.0,2014,nan,0.395
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 721 Heilbrigðisstofnunin Patreksfirði 30 30 30 30 ótímab,30.0,2014,nan,0.03
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 726 Heilbrigðisstofnun Vestfjarða 120 120 120 120 ótímab,120.0,2014,nan,0.12
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 787 Heilbrigðisstofnun Suðurlands 179 174 174 174 2020lótímab,174.0,2014,nan,0.174
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 801 Greiningar og ráðgjafarstöð ríkisins 16 16 16 16 ótímab,16.0,2014,nan,0.016
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 805 Þjónustu- og þekkingarmiðstöð fyrir blinda og sjónskerta 12 12 12 12 ótímab,12.0,2014,nan,0.012
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 807 —Heyrnar- og talmeinastöð Íslands 19 20 21 22 ótímab,22.0,2014,nan,0.022
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 821 —Barnaverndarstofa 49 44 45 46 2015lótímab,46.0,2014,nan,0.046
"08 101 Velferðarráðuneyti, aðalskrifstofa 77 80 84 87 2021",,08 841 Vinnumálastofnun 82 75 33 5 2015-2023,5.0,2014,nan,0.005
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 103 Fjársýsla ríkisins 85 85 85 85 2027,85.0,2014,nan,0.085
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,=== PAGE 175 ===,175.0,2014,nan,0.175
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,173,173.0,2014,nan,0.173
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 210 Ríkisskattstjóri 104 111 1 1 2034/ótímab,1.0,2014,nan,0.001
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 214 Yfirskattanefnd 22 22 22 22 2020,22.0,2014,nan,0.022
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 215 Skattrannsóknarstjóri ríkisins 12 12 12 12 ótímab,12.0,2014,nan,0.012
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 262 Tollstjórinn 101 101 101 101 2019/ótímab,101.0,2014,nan,0.101
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 905 Ríkiskaup 7 7 7 7 ótímab,7.0,2014,nan,0.007
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 977 —Bankasýsla ríkisins 3 1 . . 2016,1.0,2014,nan,0.001
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 978 Fjármálæeftirlitið 100 100 100 100 2026,100.0,2014,nan,0.1
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 984 Fasteignir ríkissjóð 542 542 476 459 2017-2028,459.0,2014,nan,0.459
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,09 999 Ýmislegt - Kjararáð 2 3 3 3 ótímab,3.0,2014,nan,0.003
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 202 —Náttúrurannsóknastöðin við Mývatn 2 2 2 2 2020,2.0,2014,nan,0.002
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 211 Umhverfisstofnun 94 91 96 100 2015-2029,100.0,2014,nan,0.1
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 212 Vatnajökulsþjóðgarður 1 7 7 7 2015/ótímab,7.0,2014,nan,0.007
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 231 Landgræðsla ríkisins 7 7 7 7 ótímab,7.0,2014,nan,0.007
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 241 Skógrækt ríkisins 2 . . . 2015,2.0,2014,nan,0.002
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 243 Hekluskógar 1 1 1 1 ótímab,1.0,2014,nan,0.001
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 252 —Suðurlandsskógar 3 3 3 3 ótímab,3.0,2014,nan,0.003
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 254 —Skjólskógar á Vestfjörðum () () o o ótímab,254.0,2014,nan,0.254
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 287 —Útvinnslusjóður 5 5 5 5 2020,5.0,2014,nan,0.005
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 301 Skipulagsstofnun 10 10 1 1 ótímab,1.0,2014,nan,0.001
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 310 Landmælingar Íslands 30 30 31 32 2024,32.0,2014,nan,0.032
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 320  Mannvirkjastofnun 30 30 . . 2016-2016,30.0,2014,nan,0.03
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 401 —Náttúrufræðistofnun Íslands 174 179 184 190 2029-2034,190.0,2014,nan,0.19
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 407 Stofnun Vilhjálms Stefánssonar 8 8 8 8 2029,8.0,2014,nan,0.008
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,14 412 Veðurstofa Íslands 65 67 68 54 2017lótímab,54.0,2014,nan,0.054
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,Aðrir leigusamningar samtals 1.053 1.083 925 893,893.0,2014,nan,0.893
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,06 395 Landhelgisgæsla Íslands: TF-SÝN 190 190 32 . 2017,32.0,2014,nan,0.032
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,06 395 Landhelgisgæsla Íslands: TF-GNÁ 288 288 288 288 2020,288.0,2014,nan,0.288
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Mosfellsbær, leiga á hjúkrunarheimili 64 64 64 64 2052",64.0,2014,nan,0.064
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Borgarbyggð, leiga á hjúkrunarheimili 70 70 70 70 2052",70.0,2014,nan,0.07
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Akureyri, leiga á hjúkrunarheimili 95 95 95 95 2052",95.0,2014,nan,0.095
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Reykjanesbær, leiga á hjúkrunarheimili 117 117 117 117 2053",117.0,2014,nan,0.117
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Bolungarvík, leiga á hjúkrunarheimili 20 20 20 20 2054",20.0,2014,nan,0.02
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Fljótsdalshérað, leiga á hjúkrunarheimili 45 60 60 60 2054",60.0,2014,nan,0.06
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Ísafjörður, leiga á hjúkrunarheimili 45 60 60 60 2054",60.0,2014,nan,0.06
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,08 402  Framkvæmdasjóður aldraðra:,402.0,2014,nan,0.402
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,"Garðabær, leiga á hjúkrunarheimili 118 118 118 118 2052",118.0,2014,nan,0.118
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,Rekstrarsamningar samtals 3.506 1.029 506 506,506.0,2014,nan,0.506
"09 101 Fjármála- og efnahagsráðuneyti, aðalskrifstofa 64 64 64 64 ótímab",,03 611 Íslandsstofa - vegna endurgreitt til kvikmyndagerðar 455 8 . . 2016,8.0,2014,nan,0.008
