Ministry,Subcategory,LineItem,amount_thousand_isk,Year,normalized_category,amount_million_isk
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.400 09 989 Launa- og verðlagsmál -200,200.0,2009,nan,0.2
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,"02 299  Háskóla- og rannsóknastarfsemi -13.107 02318 Framhaldsskólar, stofnkostnaður 95.000",95000.0,2009,nan,95.0
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,02 201 Háskóli Íslands 4.000 02316 Fasteignir framhaldsskóla 95.000,95000.0,2009,nan,95.0
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,"02 202 Tilraunastöð Háskólans að Keldum 2.535 02319 Framhaldsskólar, almennt 754.287",754287.0,2009,nan,754.287
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,02 209 Stofnun Árna Magnússonar í íslenskum fræðum — 8.997,8997.0,2009,nan,8.997
"09101 Fjérmálaráðuneyti, aðalskrifstofa 2.643 02 225 Háskólinn á Bifröst 4.300",Í þús. kr. fjárhæð fjárhæð,02 101 Mennta- og menningar-,101.0,2009,nan,0.101
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02217 Hólaskóli - Háskólinn á Hólum 3.000 02301 Menntaskólinn í Reykjavík 19.237,19237.0,2009,nan,19.237
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 905 Landsbókasafn Íslands - Háskólabókasafn 1.274 02.302 Menntaskólinn á Akureyri 26.980,26980.0,2009,nan,26.98
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 999 Ýmislegt 11.501 02 303 Menntaskólinn að Laugarvatni 2771,303.0,2009,nan,0.303
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál 700 02 304 Menntaskólinn við Hamrahlíð 55.380,55380.0,2009,nan,55.38
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 301 Menntaskólinn í Reykjavík 28.437 02 305 Menntaskólinn við Sund 16.837,16837.0,2009,nan,16.837
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, almennt -19.237 02 306 Menntaskólinn á Ísafirði 8.670",8670.0,2009,nan,8.67
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins -4.900 02 307 Menntaskólinn á Egilsstöðum 14.880,14880.0,2009,nan,14.88
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -4.300 02 308 Menntaskólinn í Kópavogi 24.479,24479.0,2009,nan,24.479
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02302 Menntaskólinn á Akureyr 47.080 02 309 Kvennaskólinn í Reykjavík 22.714,22714.0,2009,nan,22.714
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02519 Framhaldsskólar almennt 36.980 02350 Fjölbrautaskólinn í Breiðholti 66.766,66766.0,2009,nan,66.766
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins -6.800 02 351 Fjölbrautaskólinn Ármúla 27.866,27866.0,2009,nan,27.866
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -4.200 Q2352 Flensborgarskóli 52.384,52384.0,2009,nan,52.384
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02353 Fjölbrautaskóli Suðurnesja 19.758,19758.0,2009,nan,19.758
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 303 Menntaskólinn að Laugarvatni 2.071 02 354 Fjölbrautaskóli Vesturlands 14.940,14940.0,2009,nan,14.94
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, almennt 2771 02 355 Framhaldsskólinn í Vestmannaeyjum 7.481",7481.0,2009,nan,7.481
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins 2100 02 356 Fjölbrautaskóli Norðurlands vestra 9.955,9955.0,2009,nan,9.955
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -1.400 02 357 Fjölbrautaskóli Suðurlands 17.457,17457.0,2009,nan,17.457
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 304 Menntaskólinn við Hamrahlíð 68.380 02358 Verkmenntaskóli Austurlands 5.705,5705.0,2009,nan,5.705
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, almennt -55.380 02359  Verkmenntaskólinn á Akureyri 24.599",24599.0,2009,nan,24.599
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins -6.400 02 360 Fjölbrautaskólinn í Garðabæ 20.871,20871.0,2009,nan,20.871
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -6.600 02361 Framhaldsskólinn í A-Skaftafellssýslu 22.834,22834.0,2009,nan,22.834
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 362 Framhaldsskólinn á Húsavík 1.445,1445.0,2009,nan,1.445
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 305 Menntaskólinn við Sund 25.037 02 363 Framhaldsskólinn á Laugum 2.631,2631.0,2009,nan,2.631
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, elmennt -16.837 02.365 Borgarholtsskóli 28 861",861.0,2009,nan,0.861
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09405 Fasteignagjöld af húsnæði ríkisins -4.500 02367 Fjölbrautaskóli Snætelinga 20.536,20536.0,2009,nan,20.536
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál 3.700 02 368 Menntaskóli Borgarfjarðar -993,993.0,2009,nan,0.993
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 306 Menntaskólinn á Ísafirði 12.170 02.370 Framhaldsskólinn í Mosfellsbæ 6,6.0,2009,nan,0.006
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, almennt -8.670 02 441 Fullorðinsfræðsla fatlaðra 8.297",8297.0,2009,nan,8.297
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins -1.200 02 451 Símenntun og fjarkennsla -15.200,15200.0,2009,nan,15.2
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -2.300 02 504 Tækniskólinn 179.621,179621.0,2009,nan,179.621
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02307 Menntaskólinn á Egilstöðum 18.480 02516 lönskólinn í Hafnarfirði 10.015,10015.0,2009,nan,10.015
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02319 Framhaldsskólar, almennt -14.880 Q2541 Hússtjórnarskólinn í Reykjavík 361",361.0,2009,nan,0.361
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 405 Fasteignagjöld af húsnæði ríkisins -1.200 02 551 Hússtjórnarskólinn Hallormsstað 2.300,2300.0,2009,nan,2.3
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa og verðlagsmál 2400 02581 Verslunarskóli Íslands 25.583,25583.0,2009,nan,25.583
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -9.100,9100.0,2009,nan,9.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,02 308 Menntaskólinn í Kópavogi 41.979 a,41979.0,2009,nan,41.979
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"02 319 Framhaldsskóla, almennt 2479 02 350 Fjölbrautaskólinn í Breiðholti 81.266",81266.0,2009,nan,81.266
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,"09 405 Fasteignagjöld af húsnæði ríkisins -10.600 02 319 Framhaldsskólar, almennt 66.766",66766.0,2009,nan,66.766
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa og verðlagsmál 2900 09 405 Fasteignagjöld af húsnæði ríkisins -6.400,6400.0,2009,nan,6.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,09 989 Launa- og verðlagsmál -8.100,8100.0,2009,nan,8.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,=== PAGE 134 ===,134.0,2009,nan,0.134
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,133,133.0,2009,nan,0.133
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",,SÉRYFIRLIT 6. Millifærslur fjárheimilda innan A-hluta,6.0,2009,nan,0.006
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 351 Fjölbrautaskólinn Ármúla 39.166 02 363 Framhaldsskólinn á Laugum 4.831,4831.0,2009,nan,4.831
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -27.866 02319 Framhaldsskólar, almennt -2.631",2631.0,2009,nan,2.631
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -3.700 09 405 Fasteignagjöld af húsnæði ríkisins -900,900.0,2009,nan,0.9
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.600 09 989 Launa- og verðlagsmál -1.300,1300.0,2009,nan,1.3
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 352 Flensborgarskóli 60.584 02 365 Borgarholtsskóli 51.161,51161.0,2009,nan,51.161
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -52.384 02319 Framhaldsskólar, almennt -35.861",35861.0,2009,nan,35.861
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -3.700 09 405 Fasteignagjöld af húsnæði ríkisins 1.700,1700.0,2009,nan,1.7
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -4.500 09 989 Launa- og verðlagsmál 1.600,1600.0,2009,nan,1.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 353 Fjölbrautaskóli Suðurnesja 28.058 02 367 Fjölbrautaskóli Snæfellinga 22.836,22836.0,2009,nan,22.836
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -19.758 02319 Framhaldsskólar, almennt -20.536",20536.0,2009,nan,20.536
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -2.600 09 405 Fasteignagjöld af húsnæði ríkisins -1.000,1000.0,2009,nan,1.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -5.700 09 989 Launa- og verðlagsmál -1.300,1300.0,2009,nan,1.3
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 354 (Fjölbrautaskóli Vesturlands 22.340 02 368 Menntaskóli Borgarfjarðar 393,393.0,2009,nan,0.393
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -14.940 02319 Framhaldsskólar, almennt 993",993.0,2009,nan,0.993
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -3.100 09 989 Launa- og verðlagsmál -600,600.0,2009,nan,0.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,8989 Launa- og verðlagsmál 3.300 02 369 Menntaskólinn Hraðbraut 1.200,1200.0,2009,nan,1.2
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 355 Framhaldsskólinn í Vestmannaeyjum 10.181 09 989 Launa- og verðlagsmál -1.200,1200.0,2009,nan,1.2
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt 7481 02 370 Framhaldsskólinn í Mosfellsbæ 306",306.0,2009,nan,0.306
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -900 02 319 Framhaldsskólar almennt %,319.0,2009,nan,0.319
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.800 09.989 Luna. og verðlagsmál 200,200.0,2009,nan,0.2
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 356 Fjölbrautaskóli Norðurlands vestra 16.255 02 372 Framhaldsskóli við utanverðan Eyjafjörð -20.140,20140.0,2009,nan,20.14
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt .955 02 359 Verkmenntaskólinn á Akureyri 20.240",20240.0,2009,nan,20.24
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -3.200 09.989 Luna. og verðlagsmál Í,9989.0,2009,nan,9.989
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -3.100,3100.0,2009,nan,3.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 430 Samskiptamiðstöð heyrnarlausra og heyrnarskertra 400,400.0,2009,nan,0.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 357 (Fjölbrautaskóli Suðurlands 33.157 A,33157.0,2009,nan,33.157
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -400,400.0,2009,nan,0.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -17.457",17457.0,2009,nan,17.457
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -9.200 02 441 Fullorðinsfræðsla fatlaðra 9.997,9997.0,2009,nan,9.997
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"09 989 Launa- og verðlagsmál -6.500 02319 Framhaldsskólar, almennt -8.297",8297.0,2009,nan,8.297
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -100,100.0,2009,nan,0.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 358 Verkmenntaskóli Austurlands 7.805 =,7805.0,2009,nan,7.805
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.600,1600.0,2009,nan,1.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -5.705",5705.0,2009,nan,5.705
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -200 02 451 Símenntun og fjarkennsla 4.252,4252.0,2009,nan,4.252
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"09 989 Launa- og verðlagsmál -1.900 02319 Framhaldsskólar, almennt 15.200",15200.0,2009,nan,15.2
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,- 02 504 Tækniskólinn 20.000,20000.0,2009,nan,20.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 359 Verkmenntaskólinn á Akureyri 62.839 09.989 Luna. og verðlagsmál 1.000,1000.0,2009,nan,1.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -24.599 11 401 Byegðsdætlun 28.452",28452.0,2009,nan,28.452
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 372 Framhaldsskóli við utanverðan Eyjafjörð -20.240,20240.0,2009,nan,20.24
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -9.000 02504 Tækniskólinn 225.421,225421.0,2009,nan,225.421
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"09 989 Launa- og verðlagsmál -9.000 02319 Framhaldsskólar, almennt -179.621",179621.0,2009,nan,179.621
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 451 Símenntun og fjarkennsla -20.000,20000.0,2009,nan,20.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 360 Fjölbrautaskólinn í Garðabæ 29.471 09 405 Fasteignagjöld af húsnæði ríkisins -15.400,15400.0,2009,nan,15.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -20.871 09.989 Luna. og verðlagsmál 10.400",10400.0,2009,nan,10.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -4.800,4800.0,2009,nan,4.8
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -3.800 02516 lönskólinn í Hafnarfirði 24.115,24115.0,2009,nan,24.115
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"j 02319 Framhaldsskólar, almennt -10.015",10015.0,2009,nan,10.015
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 361 Framhaldsskólinn í A-Skaftafellssýslu 25.634 09405 Fasteignagjöld af húsnæði ríkisins ""700",700.0,2009,nan,0.7
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -22.834 09.989 Luna. og verðlagsmál 400",400.0,2009,nan,0.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -1.700,1700.0,2009,nan,1.7
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.100 02 541 Hússtjórnarskólinn í Reykjavík 2.561,2561.0,2009,nan,2.561
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"0 02319 Framhaldsskólar, almennt -361",361.0,2009,nan,0.361
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 362 Framhaldsskólinn á Húsavík 2.345 09 405 Fasteignagjöld af húsnæði ríkisins -2.100,2100.0,2009,nan,2.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 319 Framhaldsskólar, almennt -1.445 =",1445.0,2009,nan,1.445
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -100,100.0,2009,nan,0.1
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -500,500.0,2009,nan,0.5
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -1.000,1000.0,2009,nan,1.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,=== PAGE 135 ===,135.0,2009,nan,0.135
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,134,134.0,2009,nan,0.134
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,SÉRYFIRLIT 6. Millifærslur fjárheimilda innan A-hluta,6.0,2009,nan,0.006
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02551 Hússtjórnarskólinn Hallormsstað 2.700 02973 Þjóðleikhúsið 6.600,6600.0,2009,nan,6.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02319 Framhaldsskólar, almennt -2.300 09 405 Fasteignagjöld af húsnæði ríkisins -600",600.0,2009,nan,0.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 405 Fasteignagjöld af húsnæði ríkisins -200 09 989 Launa- og verðlagsmál -6.000,6000.0,2009,nan,6.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál 200 02974 Sinfóníuhljómsveit Íslands 19.000,19000.0,2009,nan,19.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02 581 Verslunarskóli Íslands 42.783 09 381 Lífeyrisskuldbindingar, eftirlaun -14.600",14600.0,2009,nan,14.6
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02319 Framhaldsskólar, almennt -25.583 09 989 Launa- og verðlagsmál -4.400",4400.0,2009,nan,4.4
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09405 Fasteignagjöld af húsnæði íkisins -11.900 02978 Listasjóðir 2200,11900.0,2009,nan,11.9
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál 5.300 09 989 Launa- og verðlagsmál -2.800,2800.0,2009,nan,2.8
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"0220 Grunnskólar, almennt 400 02979 Húsafriðunameind #00",0.0,2009,nan,0.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál -400 09 989 Laun 08 verðlagsmál 00,0.0,2009,nan,0.0
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,02 125 Námsgagnastofnun 900 02981 Kvikmyndamiðstöð Íslands 300,300.0,2009,nan,0.3
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,09 989 Launa- og verðlagsmál „300 09 989 Launa- og verðlagsmál -300,300.0,2009,nan,0.3
"02 210 Háskólinn á Akureyri -17.500 málaráðuneyti, aðalskrifstofa 359",Í þús. kr. fjárhæð fjárhæð,"02901 Fomleifavemd ríkisins 700 02982 Listi, ramlög #4.000",4000.0,2009,nan,4.0
